artist_name,artist_role,artist_id,nationality,gender,birth_year,birth_place,death_year,death_place,wiki,ulan
Arturo Mari/L'Osservatore Romano, , ,Italian,Male,0, ,0, ,,
Arturo Martini,artist, , , , , , , , , 
Arturo Sandoval, , ,American,Male,1942, ,0, ,,
Arturo Schwarz, , ,Italian,Male,1927, ,0, ,,
Arturo Vega, , ,Mexican,Male,1943, ,2013, ,,
Arturo Villaamil, , ,Uruguayan,Male,1947, ,0, ,,
Arturo Vittori, , ,Italian,Male,1971, ,0, ,,
"Artěl, Prague", , ,,,0, ,0, ,,
Asao Sakamoto, , ,Japanese,Male,1950, ,0, ,,
Asger Jorn, , ,Danish,Male,1914, ,1973, ,Q83578,500007669.0
Ashley Bickerton, , ,British,Male,1959, ,0, ,Q4805366,500118758.0
Ashley Havinden, , ,British,Male,1903, ,1973, ,,
Ashley Hunt, , ,American,Male,1970, ,0, ,,
"Asko, Lahti, Finland", , ,,,0, ,0, ,,
"Askon Tehtaat OY, Lahti, Finland", , ,,,0, ,0, ,,
Aslı Çavuşoğlu, , ,Turkish,Female,1982, ,0, ,,
Associated Press, , ,,,0, ,0, ,,
"Associated Spring Raymond Barnes Group, Inc., Dallas, TX", , ,American,,0, ,0, ,,
Astrid Klein,artist, , , , , , , , , 
Astrid Sampe, , ,Swedish,Female,1909, ,2002, ,Q430667,
"Asymptote Architecture, New York", , ,,,1989, ,0, ,,
"Atelier 17, New York", , ,,,0, ,0, ,,
Atelier E.B, , ,British,,2007, ,0, ,,
Atelier Eggers, , ,French,,0, ,0, ,,
Atelier Luma/ Luma Arles, , ,,,2016, ,0, ,,
"Atelier Martine, Paris, France", , ,,,1911, ,1930, ,,
Atelier Müller-Brockmann, , ,,,0, ,0, ,,
Atelier Stone, , ,,,0, ,0, ,,
Atelier VNC, , ,,,0, ,0, ,,
"Atelier Vitreon, North Haven, CT", , ,,,0, ,0, ,,
"Atelier d'Architecture Christian de Portzamparc, Paris", , ,,,0, ,0, ,,
"Atelier d'Arts Appliqués, Cannes, France", , ,,,0, ,0, ,,
Atelier de Creation Graphique, , ,French,,0, ,0, ,,
"Ateliers Jean Prouvé, Nancy, France", , ,,,0, ,0, ,,
Athena Tacha, , ,American,Female,1936, ,0, ,,
Ati Maier, , ,German,Female,1962, ,0, ,,
Atsuko Tanaka, , ,Japanese,Female,1932, ,2005, ,Q274945,500125006.0
Attilio Salemme, , ,American,Male,1911, ,1955, ,,
Aubrey Beardsley, , ,British,Male,1872, ,1898, ,Q272566,500032068.0
Aubrey Powell, , ,British,Male,1946, ,0, ,,
Aubrey Schwartz, , ,American,Male,1928, ,0, ,,
Aude Jessemin, , ,French,Female,1937, ,0, ,,
Audrey Capel Doray,artist, , , , , , , , , 
Audrey Flack, , ,American,Female,1931, ,0, ,Q537578,500025614.0
August Endell, , ,German,Male,1871, ,1925, ,Q62351,500001173.0
August Gaul, , ,German,Male,1869, ,1921, ,,
August Kreyenkamp, , ,German,Male,1875, ,1950, ,,
August Macke, , ,German,Male,1887, ,1914, ,Q33981,500007945.0
August Ruhs, , ,Austrian,Male,1946, ,0, ,,
August Sander, , ,German,Male,1876, ,1964, ,Q61530,500008096.0
"August Sommer Co., Wurttemburg, Germany", , ,,,0, ,0, ,,
August Walla, , ,Austrian,Male,1936, ,2001, ,Q764407,500198978.0
Augusta von Zitzewitz, , ,German,Female,1880, ,1960, ,,
Auguste Adolphe Bertsch, , ,French,Male,0, ,1871, ,,
Auguste Belloc, , ,French,Male,1800, ,1867, ,,
Auguste Cohn, , ,,Male,0, ,0, ,,
Auguste Merle, , ,French,Male,1858, ,0, ,,
Auguste Mestral, , ,French,Male,1812, ,1884, ,,
Auguste Pèquègnot, , ,French,Male,1819, ,1878, ,,
Auguste Rodin, , ,French,Male,1840, ,1917, ,Q30755,500016619.0
Auguste Salzmann, , ,French,Male,1824, ,1872, ,Q767017,500021064.0
Auguste Vacquerie, , ,French,Male,1819, ,1895, ,Q940439,500327365.0
Auguste-Rosalie Bisson, , ,French,Male,1826, ,1900, ,Q477709,500036839.0
Augustin Càrdenas, , ,Cuban,Male,1927, ,2001, ,,
Augustin Scott de Martinville, , ,French,Male,1980, ,0, ,,
Augustin Tschinkel, , ,Czech,Male,1905, ,0, ,,
Augusto, , ,Spanish,,0, ,0, ,,
Augusto Concato, , ,Italian,Male,0, ,0, ,,
Augusto Giacometti, , ,Swiss,Male,1877, ,1947, ,Q671236,500021952.0
Augusto Rivera, , ,Colombian,Male,1922, ,1982, ,,
Augustus John, , ,British,Male,1878, ,1961, ,Q562540,500018892.0
Augustus Saint-Gaudens,artist, , , , , , , , , 
Augustus Vincent Tack, , ,American,Male,1870, ,1949, ,Q4821560,500026877.0
Aurel Bauh, , ,French,Male,1900, ,1964, ,,
Aurino Valenca Lins Darel, , ,Brazilian,Male,1925, ,0, ,,
"Aurora S.p.A., Torino, Italy", , ,,,0, ,0, ,,
Aurèlia Muñoz, , ,Spanish,Female,1926, ,2011, ,,
Austin Cooper, , ,British,Male,1890, ,1964, ,,
Austin Wright,artist, , , , , , , , , 
"Authentics artipresent GmbH, Germany", , ,,,1981, ,0, ,,
AutoSock AS, , ,Norwegian,,0, ,0, ,,
Autodesk Inc., , ,,,1982, ,0, ,,
Automatic Camera/Photomaton, , ,,,0, ,0, ,,
Ava Gerber, , ,American,Female,1961, ,0, ,,
"Avard Inc., New York, NY", , ,,,0, ,0, ,,
Avenir Chernomordik, , ,Russian,Male,1897, ,1991, ,,
Avery Coffey Danziger, , ,American,Male,1953, ,0, ,,
Avery Dennison, , ,American,,0, ,0, ,,
Avery Singer, , ,American,,1987, ,0, ,,
Avigdor Arikha, , ,Romanian,Male,1929, ,2010, ,,
Avinash Chandra,artist, , , , , , , , , 
Avram Finkelstein, , ,American,Male,1952, ,0, ,,
Axel Amuchastegui,artist, , , , , , , , , 
Axel Cassel, , ,French,Male,1955, ,2015, ,,
Axel Kasseböhmer, , ,German,Male,1952, ,0, ,,
Axel Olson, , ,Swedish,Male,0, ,0, ,,
Axel Salto, , ,Danish,Male,1889, ,1961, ,,
Axel Schmid, , ,German,Male,1971, ,0, ,,
Axel Wilmar, , ,Danish,Male,0, ,0, ,,
Ay-O, , ,Japanese,Male,1931, ,0, ,Q2874830,500125452.0
Ayah Bdeir, , ,Lebanese,Female,1982, ,0, ,,
Ayman Baalbaki,artist, , , , , , , , , 
Ayse Birsel, , ,Turkish,Female,1964, ,0, ,,
Ayse Erkmen, , ,Turkish,Female,1949, ,0, ,,
Ayse Sulan Kolatan, , ,American,,1958, ,0, ,,
Ayumi Shino, , ,Japanese,Female,1959, ,0, ,,
Azaria Mbatha, , ,South African,Male,1941, ,0, ,,
"Azucena S.r.L., Milan", , ,,,0, ,0, ,,
Azusa Murakami, , ,Japanese,,1984, ,0, ,,
Aïda Muluneh, , ,Ethiopian,,1974, ,0, ,,
"B & B Italia, S.p.A., Como, Italy", , ,,,0, ,0, ,,
B. B. Mccormick, , ,Nationality unknown,,0, ,0, ,,
B. Colin Greenly, , ,American,Male,1928, ,0, ,,
B. D. Fox Independent, , ,,,0, ,0, ,,
B. Efimov, , ,Russian,Male,1900, ,2008, ,,
B. F. Ford, , ,American,,0, ,0, ,,
B. Ferrari, , ,,,0, ,0, ,,
B. Ingrid Olson, , ,American,Female,1987, ,0, ,,
B. K., , ,,,0, ,0, ,,
B. Popov, , ,,,0, ,0, ,,
B. Tatarinov, , ,,,0, ,0, ,,
B. Tillmann, , ,Swiss,,1947, ,0, ,,
B. Timov, , ,,,0, ,0, ,,
B. Zhukov, , ,,,0, ,0, ,,
B.A.R. Carter,artist, , , , , , , , , 
BBB Bonacina, , ,,,0, ,0, ,,
BBPR, , ,,,1932, ,0, ,,
BERG, , ,,,2005, ,0, ,,
BIG-Bjarke Ingels Group, , ,,,2005, ,0, ,,
BIG-GAME, , ,,,2004, ,0, ,,
"BMI, Germany", , ,German,,0, ,0, ,,
BMPT, , ,,,0, ,0, ,,
"BP Solar (British Petroleum Solar), Aylesbury, England", , ,,,0, ,0, ,,
BPeople, , ,,,0, ,0, ,,
Babette Mangolte, , ,French,Female,1941, ,0, ,,
Bacard Fils, , ,French,Male,0, ,0, ,,
"Baccarat, France", , ,,,0, ,0, ,,
Bad News, , ,,,0, ,0, ,,
Bago Nielsen, , ,Danish,,0, ,0, ,,
Bags, , ,,,0, ,0, ,,
Baine Gaiser, , ,,Male,0, ,0, ,,
"Baker Furniture, Inc., Grand Rapids, MI", , ,American,,1890, ,0, ,,
Bakhtyar Khudojnazarov, , ,Kazakhstani,Male,1965, ,2015, ,,
Balam Garcia, , ,,,0, ,0, ,,
Balcomb Greene, , ,American,Male,1904, ,1990, ,Q4850256,500022015.0
"Baldioli Eustasio & Figli, Omegna, Italy", , ,Italian,,0, ,0, ,,
Baldwin S. Lee, , ,American,Male,1951, ,0, ,,
Baleri Italia S.p.A., , ,,,0, ,0, ,,
"Baltensweilder, Ebikon, Switzerland", , ,,,0, ,0, ,,
Balthasar Denner,artist, , , , , , , , , 
Balthazar Anton Dunker,artist, , , , , , , , , 
Balthazar Nebot,artist, , , , , , , , , 
Balthus (Baltusz Klossowski de Rola), , ,French,Male,1908, ,2001, ,Q325925,500021167.0
"Bamberg Metallwerkstätten, Berlin", , ,,,0, ,0, ,,
Banana Equipment, , ,American,,1972, ,1980, ,,
Bandai, , ,Japanese,,1950, ,0, ,,
"Bang & Olufsen of America, Mount Prospect, IL", , ,,,0, ,0, ,,
"Bang & Olufsen, Struer, Denmark", , ,,,1925, ,0, ,,
Bangs Studio, , ,,,0, ,0, ,,
Bani Abidi, , ,Pakistani,Female,1971, ,0, ,,
Banks Violette, , ,American,Male,1973, ,0, ,Q4856501,500128095.0
Baralan International S.p.a. Containers for the Cosmetic Industry, , ,,,0, ,0, ,,
Barbara Ambrosz, , ,Austrian,Female,1972, ,0, ,,
Barbara Blondeau, , ,American,Female,1938, ,1974, ,,
Barbara Bloom, , ,American,Female,1951, ,0, ,Q807360,500057050.0
Barbara Bosworth, , ,American,Female,1953, ,0, ,,
Barbara Brown, , ,British,Female,1932, ,0, ,,
Barbara Brändli, , ,Venezuelan,Female,1932, ,2011, ,,
Barbara Buckner, , ,American,Female,1950, ,0, ,,
Barbara Chase-Riboud, , ,American,Female,1939, ,0, ,Q2883927,500099928.0
Barbara Crane, , ,American,Female,1928, ,2019, ,,
Barbara Degerman, , ,,Female,0, ,0, ,,
Barbara E. Fumagalli, , ,American,Female,1926, ,0, ,,
Barbara Ess, , ,American,Female,1948, ,0, ,,
Barbara Hammann, , ,German,Female,1945, ,0, ,,
Barbara Hammer, , ,American,Female,1939, ,2019, ,,
Barbara Hepworth, , ,British,Female,1903, ,1975, ,Q234109,500010387.0
Barbara Horosko, , ,American,Female,1950, ,0, ,,
Barbara Jaffe, , ,American,Female,1942, ,0, ,,
Barbara Jones-Hogu, , ,American,Female,1938, ,2017, ,,
Barbara Kasten, , ,American,Female,1936, ,0, ,,
Barbara Kraus, , ,,Female,0, ,0, ,,
Barbara Moore, , ,,,0, ,0, ,,
Barbara Morgan, , ,American,Female,1900, ,1992, ,Q4859173,500023840.0
Barbara Mors, , ,Brazilian,Female,1925, ,0, ,,
Barbara Norfleet, , ,American,Female,1926, ,0, ,,
Barbara Olmsted, , ,American,Female,1915, ,2013, ,,
Barbara Probst, , ,German,Female,1964, ,0, ,,
Barbara Sandler, , ,American,Female,1943, ,0, ,,
Barbara Westman, , ,,Female,0, ,0, ,,
Barbaralee Diamonstein, , ,American,Female,0, ,0, ,,
Barbel Scianghetti, , ,American,Female,1939, ,0, ,,
"Barcalo Manufacturing Co., New York, NY", , ,,,0, ,0, ,,
Barkley L. Hendricks, , ,American,Male,1945, ,2017, ,,
Barkow Leibinger Architects, , ,,,1993, ,0, ,,
Barnabas Wetton, , ,British,Male,1962, ,0, ,,
Barnaby Furnas, , ,American,Male,1973, ,0, ,,
Barnett Freedman, , ,British,Male,0, ,0, ,Q4861627,500026787.0
Barnett Newman, , ,American,Male,1905, ,1970, ,Q374504,500000960.0
Barney Bubbles (Colin Fulcher), , ,British,Male,1942, ,1983, ,,
Barney Ingoglia/The New York Times, , ,American,Male,1928, ,0, ,,
Barney Kulok, , ,American,,1981, ,0, ,,
Baron de Ravallet, , ,French,Male,1848, ,1917, ,,
Baroness Elsa von Freytag-Loringhoven, , ,German,Female,1874, ,1927, ,Q442841,500062531.0
Barrett Lyon, , ,American,Male,1978, ,0, ,,
Barrie Cook,artist, , , , , , , , , 
Barron Krody, , ,American,Male,1936, ,0, ,,
Barry Bridgwood, , ,American,Male,1957, ,0, ,,
Barry Cohen, , ,American,Male,1934, ,1990, ,,
Barry Deck, , ,American,Male,1962, ,0, ,,
Barry Flanagan, , ,British,Male,1941, ,2009, ,Q257113,500017504.0
Barry Frydlender, , ,Israeli,Male,1954, ,0, ,,
Barry Jenkins, , ,American,Male,1979, ,0, ,,
Barry Le Va, , ,American,Male,1941, ,0, ,Q809059,500004605.0
Barry McGee, , ,American,Male,1966, ,0, ,Q4864491,500116337.0
Barry Parker, , ,British,Male,1867, ,1947, ,,
Barry Shils, , ,American,Male,1956, ,0, ,,
Bart Wasserman, , ,American,Male,1930, ,2004, ,,
Bart van der Leck, , ,Dutch,Male,1876, ,1958, ,Q174655,500030887.0
Barthelemy Toguo, , ,Cameroonian,Male,1967, ,0, ,,
Barton Silverman/The New York Times, , ,American,Male,1942, ,0, ,,
Bas Jan Ader, , ,Dutch,Male,1942, ,1975, ,Q2479548,500074847.0
Bas Oudt, , ,Dutch,Male,1956, ,0, ,,
Basel Abbas, , ,Palestinian,Male,1983, ,0, ,,
Bashir Zivari, , ,American,Male,1961, ,0, ,,
Basil Spence, , ,British,Male,1907, ,1976, ,Q1172126,500092570.0
Basim Magdy, , ,Egyptian,Male,1977, ,0, ,,
Bastienne Schmidt, , ,German,Male,1961, ,0, ,,
Batiste Madalena, , ,American,Male,1902, ,1988, ,,
Bauhaus, , ,German,,0, ,0, ,,
"Bauhaus Ceramic Workshops, Weimar, Germany", , ,,,0, ,0, ,,
"Bauhaus Furniture Workshop, Dessau, Germany", , ,,,0, ,0, ,,
"Bauhaus Metal Workshop, Germany", , ,,,0, ,0, ,,
"Bauhaus Metal Workshop, Weimar, Germany", , ,German,,0, ,0, ,,
Bauhaus Sculpture Workshop, , ,,,0, ,0, ,,
"Bauhaus Weaving Workshops, Weimar", , ,,,0, ,0, ,,
"Bauhaus, Dessau", , ,,,0, ,0, ,,
"Bauhaus, Weimar", , ,,,0, ,0, ,,
"Baum-Mercier, Switzerland", , ,Swiss,,0, ,0, ,,
"Bausch & Lomb, USA", , ,American,,1853, ,0, ,,
Bayer HealthCare AG, , ,German,,0, ,0, ,,
Bayer Research Laboratories, , ,German,,1863, ,0, ,,
"Bayerische Massindustrie, Hersbruck, West Germany (now Germany)", , ,,,0, ,0, ,,
Bazon Brock, , ,German,,1936, ,0, ,,
Bea Maddock, , ,Australian,Female,1934, ,0, ,Q4875661,500124097.0
Bea Nettles, , ,American,Female,1946, ,0, ,Q4875664,500069996.0
"Beamo Corporation, Cambridge, MA", , ,,,0, ,0, ,,
"Bear Archery Company, Grayling, MI", , ,,,0, ,0, ,,
Beastie Boys, , ,,,1979, ,0, ,,
Beat Streuli, , ,Swiss,Male,1957, ,0, ,Q376770,500347126.0
Beath, , ,British,,1913, ,1991, ,,
Beatrice Albert, , ,American,Female,0, ,0, ,,
Beatrice Grover, , ,American,,1901, ,1994, ,,
Beatrice How,artist, , , , , , , , , 
Beatrice Riese, , ,American,Female,1917, ,2004, ,,
Beatrice Trueblood, , ,British,Female,1938, ,0, ,,
Beatrice Wood, , ,American,Female,1893, ,1998, ,,
Beatrix Sunkovsky, , ,,Female,0, ,0, ,,
Beatrix Zobl, , ,Austrian,Female,1970, ,0, ,,
Beatriz Cifuentes, , ,Spanish,Female,1975, ,0, ,,
Beatriz González, , ,Colombian,Female,1938, ,0, ,,
Beatriz Milhazes, , ,Brazilian,Female,1960, ,0, ,Q436741,500034427.0
Beauford Delaney, , ,American,Male,1901, ,1979, ,,
Beaumont Newhall, , ,American,Male,1908, ,1993, ,,
Beca Lipscombe, , ,British,Female,1973, ,0, ,,
Beckermann, , ,Austrian,Female,1952, ,0, ,,
Becky Johnston, , ,American,Female,1956, ,0, ,,
Bedri Rahmi, , ,Turkish,Male,1913, ,1975, ,Q1965085,500123725.0
Bedrich Grunzweig, , ,American,Male,1910, ,2009, ,,
"Beggarstaffs (James Pryde, Scottish 1866-1941 & William Nicholson, British 1872-1949)", , ,British,,1866, ,1949, ,,
Beirut Architecture Office, , ,,,2016, ,0, ,,
Bela Kolárová,artist, , , , , , , , , 
"Belgian International Carpet, Belgium", , ,,,0, ,0, ,,
Belkis Ayón, , ,Cuban,Female,1967, ,1999, ,,
"Bell Helicopter Inc., Buffalo, NY", , ,,,0, ,0, ,,
"Bell Helmets, Inc., Norwalk, CA", , ,,,0, ,0, ,,
Bell Laboratories, , ,,,0, ,0, ,,
"Bell Laboratories, company design", , ,American,,1974, ,0, ,,
"Bell Sports, Inc., California", , ,,,0, ,0, ,,
Bell Telephone Laboratories, , ,American,,0, ,0, ,,
"Bell-Toptex, Inc., Bell, CA", , ,,,0, ,0, ,,
Bella Ban, , ,,Female,0, ,0, ,,
Bemis Balkind, , ,,,0, ,0, ,,
Ben Cunningham (Benjamin Frazier Cunningham), , ,American,Male,1904, ,1975, ,,
Ben Drury, , ,British,Male,1972, ,0, ,,
Ben F. Wilson, , ,American,Male,1876, ,1930, ,,
Ben Faydherbe, , ,Dutch,Male,1958, ,0, ,,
Ben Fry, , ,American,Male,1975, ,0, ,,
Ben Johnston, , ,American,,1926, ,0, ,,
Ben Katchor, , ,American,Male,1951, ,0, ,,
Ben Kelly, , ,British,Male,0, ,0, ,,
Ben Kinmont, , ,American,Male,1963, ,0, ,,
Ben L. Culwell, , ,American,Male,1918, ,1992, ,Q4885481,500084526.0
Ben Langlands, , ,British,Male,1955, ,0, ,,
Ben Nason, , ,American,Male,1915, ,0, ,,
Ben Nicholson, , ,British,Male,1894, ,1982, ,Q281637,500005137.0
Ben Rose, , ,American,Male,1916, ,1980, ,Q4886385,
Ben Sakoguchi, , ,American,Male,1938, ,0, ,,
Ben Schonzeit, , ,American,Male,1942, ,0, ,Q816588,500032146.0
Ben Sharpsteen, , ,American,Male,1895, ,1980, ,,
Ben Vautier, , ,French,Male,1935, ,0, ,Q604546,500011704.0
